Rent,Deposit,Furnishing,Size,Preferred Tenants,Available From,Build Up,Area,Parking
30000.0,300000,Fully Furnished,2 BHK,Family,Ready to Move,"1,450 sqft",banashankari,4w
30000.0,300000,Semi Furnished,3 BHK,Family,28-Nov-24,"1,700 sqft",banashankari,4w
22000.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,400 sqft,banashankari,4w
17000.0,100000,Semi Furnished,2 BHK,Family,01-Dec-24,856 sqft,banashankari,4w
28000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,"1,350 sqft",banashankari,4w
33000.0,320000,Semi Furnished,2 BHK,Family,Ready to Move,"1,200 sqft",banashankari,4w
21000.0,100000,Semi Furnished,2 BHK,All,01-Jan-25,"1,300 sqft",banashankari,4w
9000.0,100000,Semi Furnished,1 BHK,Family,10-Dec-24,400 sqft,banashankari,4w
25000.0,250000,Semi Furnished,2 BHK,Company,01-Jan-25,750 sqft,banashankari,4w
34000.0,150000,Fully Furnished,2 BHK,All,07-Dec-24,"1,260 sqft",banashankari,4w
24500.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,"1,100 sqft",banashankari,4w
10000.0,35000,Semi Furnished,1 RK,All,Ready to Move,250 sqft,banashankari,4w
34000.0,340000,Unfurnished,3 BHK,Family,Ready to Move,"1,650 sqft",banashankari,4w
37000.0,175000,Semi Furnished,2 BHK,Family,Ready to Move,"1,300 sqft",banashankari,4w
23000.0,120000,Semi Furnished,3 BHK,All,Ready to Move,"1,082 sqft",banashankari,4w
32500.0,250000,Fully Furnished,3 BHK,Family,01-Dec-24,"1,083 sqft",banashankari,4w
31000.0,300000,Semi Furnished,3 BHK,Family,15-Jan-25,"1,200 sqft",banashankari,4w
67000.0,450000,Semi Furnished,3 BHK,Family,Ready to Move,"2,250 sqft",banashankari,4w
10000.0,75000,Semi Furnished,2 BHK,All,Ready to Move,600 sqft,banashankari,4w
20000.0,100000,Semi Furnished,2 BHK,Family,30-Nov-24,800 sqft,banashankari,4w
45000.0,420000,Semi Furnished,3 BHK,Family,Ready to Move,"1,705 sqft",banashankari,4w
45000.0,500000,Semi Furnished,3 BHK,Family,Ready to Move,"1,250 sqft",banashankari,4w
21000.0,200000,Semi Furnished,2 BHK,All,30-Nov-24,"1,100 sqft",banashankari,4w
30000.0,300000,Semi Furnished,3 BHK,All,01-Dec-24,"1,500 sqft",banashankari,4w
16000.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,4w
5000.0,50000,Unfurnished,1 RK,All,Ready to Move,200 sqft,banashankari,4w
25000.0,100000,Semi Furnished,3 BHK,Family,01-Dec-24,"1,450 sqft",banashankari,4w
47500.0,450000,Unfurnished,3 BHK,All,Ready to Move,"1,600 sqft",banashankari,4w
10000.0,50000,Unfurnished,2 BHK,All,Ready to Move,"1,000 sqft",banashankari,4w
20000.0,100000,Semi Furnished,3 BHK,Family,Ready to Move,"1,500 sqft",banashankari,4w
15000.0,100000,Unfurnished,2 BHK,Family,05-Dec-24,920 sqft,banashankari,4w
40000.0,200000,Fully Furnished,3 BHK,Family,Ready to Move,"1,500 sqft",banashankari,4w
11000.0,70000,Fully Furnished,1 RK,Female,Ready to Move,700 sqft,banashankari,4w
11250.0,110000,Semi Furnished,1 BHK,Family,01-Dec-24,600 sqft,banashankari,4w
13000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,4w
35000.0,350000,Semi Furnished,2 BHK,Family,29-Nov-24,"1,700 sqft",banashankari,4w
18000.0,200000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,4w
40000.0,200000,Semi Furnished,3 BHK,All,Ready to Move,"2,100 sqft",banashankari,4w
10000.0,100000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,4w
13000.0,100000,Unfurnished,2 BHK,Family,01-Jan-25,700 sqft,banashankari,4w
16000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,4w
8500.0,100000,Semi Furnished,1 BHK,All,Ready to Move,750 sqft,banashankari,4w
18000.0,180000,Semi Furnished,2 BHK,Family,Ready to Move,680 sqft,banashankari,4w
10000.0,150000,Unfurnished,2 BHK,All,Ready to Move,800 sqft,banashankari,4w
19001.0,180000,Semi Furnished,2 BHK,Family,Ready to Move,735 sqft,banashankari,4w
5000.0,50000,Unfurnished,1 RK,Bachelor,Ready to Move,100 sqft,banashankari,4w
15000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,680 sqft,banashankari,4w
5000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,4w
16000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,700 sqft,banashankari,4w
8500.0,75000,Unfurnished,1 BHK,All,Ready to Move,600 sqft,banashankari,4w
25000.0,250000,Semi Furnished,2 BHK,"Family, Company",31-Dec-24,"1,300 sqft",banashankari,4w
30000.0,300000,Semi Furnished,3 BHK,Family,Ready to Move,"1,700 sqft",banashankari,4w
6500.0,60000,Semi Furnished,1 RK,All,Ready to Move,100 sqft,banashankari,4w
30000.0,300000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,4w
20000.0,80000,Semi Furnished,2 BHK,All,Ready to Move,"1,000 sqft",banashankari,4w
12500.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,4w
13500.0,100000,Semi Furnished,2 BHK,Family,01-Jan-25,800 sqft,banashankari,4w
30000.0,180000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,4w
8000.0,50000,Semi Furnished,1 BHK,Bachelor,Ready to Move,800 sqft,banashankari,4w
3000.0,15000,Semi Furnished,1 RK,Bachelor,Ready to Move,156 sqft,banashankari,4w
45000.0,450000,Unfurnished,3 BHK,Family,Ready to Move,"2,500 sqft",banashankari,4w
4500.0,30000,Unfurnished,1 RK,All,Ready to Move,250 sqft,banashankari,4w
12000.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,4w
10000.0,70000,Unfurnished,2 BHK,All,Ready to Move,600 sqft,banashankari,4w
12000.0,120000,Semi Furnished,1 BHK,"Family, Bachelor",01-Dec-24,600 sqft,banashankari,4w
15000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,700 sqft,banashankari,4w
40000.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,4w
30000.0,300000,Semi Furnished,3 BHK,All,31-Dec-24,"1,500 sqft",banashankari,4w
10000.0,100000,Unfurnished,1 RK,All,Ready to Move,200 sqft,banashankari,4w
7000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,650 sqft,banashankari,4w
20000.0,200000,Fully Furnished,2 BHK,Family,Ready to Move,"1,500 sqft",banashankari,4w
18000.0,180000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,4w
6000.0,50000,Unfurnished,1 RK,All,Ready to Move,250 sqft,banashankari,4w
35000.0,350000,Semi Furnished,3 BHK,Family,Ready to Move,"1,800 sqft",banashankari,4w
5500.0,45000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,banashankari,4w
10500.0,1200000,Semi Furnished,1 BHK,Family,Ready to Move,650 sqft,banashankari,4w
6000.0,30000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,4w
20000.0,200000,Unfurnished,2 BHK,All,Ready to Move,"1,200 sqft",banashankari,4w
6500.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,4w
12000.0,120000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,4w
35000.0,200000,Semi Furnished,2 BHK,Family,28-Nov-24,"1,500 sqft",banashankari,4w
36500.0,350000,Fully Furnished,2 BHK,Family,Ready to Move,"1,300 sqft",banashankari,4w
40000.0,150000,Unfurnished,3 BHK,All,Ready to Move,"1,500 sqft",banashankari,4w
27000.0,250000,Semi Furnished,3 BHK,Family,Ready to Move,"1,500 sqft",banashankari,4w
35000.0,350000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,4w
25000.0,150000,Semi Furnished,2 BHK,All,Ready to Move,"1,800 sqft",banashankari,4w
14000.0,150000,Unfurnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,4w
5000.0,30000,Unfurnished,1 RK,All,Ready to Move,200 sqft,banashankari,4w
16000.0,200000,Unfurnished,2 BHK,All,15-Dec-24,800 sqft,banashankari,4w
16000.0,160000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,4w
25000.0,250000,Semi Furnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,4w
22000.0,200000,Semi Furnished,3 BHK,Family,14-Dec-24,"1,200 sqft",banashankari,4w
20000.0,200000,Semi Furnished,2 BHK,All,Ready to Move,"1,500 sqft",banashankari,4w
6000.0,60000,Semi Furnished,1 RK,Bachelor,Ready to Move,600 sqft,banashankari,4w
22000.0,220000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,4w
20000.0,120000,Semi Furnished,3 BHK,Family,01-Dec-24,"1,300 sqft",banashankari,4w
47500.0,400000,Semi Furnished,3 BHK,All,30-Nov-24,"1,600 sqft",banashankari,4w
26500.0,250000,Semi Furnished,2 BHK,Family,Ready to Move,"1,100 sqft",banashankari,4w
39500.0,200000,Semi Furnished,2 BHK,Family,01-Dec-24,"1,150 sqft",banashankari,4w
8000.0,80000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,banashankari,4w
20000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,883 sqft,banashankari,4w
15600.0,500000,Semi Furnished,2 BHK,All,Ready to Move,"1,200 sqft",banashankari,4w
9000.0,50000,Semi Furnished,1 BHK,Male,Ready to Move,800 sqft,banashankari,4w
18000.0,150000,Semi Furnished,2 BHK,Family,11-Dec-24,900 sqft,banashankari,4w
28000.0,100000,Semi Furnished,2 BHK,All,01-Dec-24,"1,200 sqft",banashankari,4w
28000.0,200000,Semi Furnished,3 BHK,All,02-Dec-24,"1,200 sqft",banashankari,4w
3000.0,30000,Fully Furnished,1 BHK,All,Ready to Move,300 sqft,banashankari,4w
20000.0,100000,Semi Furnished,3 BHK,All,Ready to Move,"1,082 sqft",banashankari,4w
22000.0,220000,Semi Furnished,2 BHK,All,Ready to Move,"1,400 sqft",banashankari,4w
25000.0,250000,Semi Furnished,2 BHK,All,Ready to Move,820 sqft,banashankari,4w
9000.0,100000,Unfurnished,1 RK,Family,Ready to Move,206 sqft,banashankari,4w
6000.0,40000,Fully Furnished,2 BHK,All,Ready to Move,600 sqft,banashankari,4w
20000.0,200000,Semi Furnished,3 BHK,All,Ready to Move,"1,300 sqft",banashankari,4w
22000.0,220000,Semi Furnished,3 BHK,Family,Ready to Move,"1,200 sqft",banashankari,4w
40000.0,330000,Semi Furnished,3 BHK,Family,15-Dec-24,"1,150 sqft",banashankari,4w
15000.0,150000,Semi Furnished,2 BHK,Family,15-Dec-24,"1,000 sqft",banashankari,4w
8000.0,50000,Unfurnished,1 BHK,All,Ready to Move,550 sqft,banashankari,4w
46000.0,500000,Semi Furnished,3 BHK,Family,Ready to Move,"1,800 sqft",banashankari,4w
37000.0,350000,Semi Furnished,2 BHK,Family,Ready to Move,"1,200 sqft",banashankari,4w
37500.0,150000,Semi Furnished,3 BHK,All,30-Nov-24,"1,183 sqft",banashankari,4w
43000.0,430000,Semi Furnished,3 BHK,All,Ready to Move,"1,500 sqft",banashankari,4w
32000.0,250000,Semi Furnished,2 BHK,Family,01-Dec-24,950 sqft,banashankari,4w
16000.0,100000,Semi Furnished,2 BHK,All,10-Dec-24,"1,000 sqft",banashankari,4w
28000.0,200000,Unfurnished,3 BHK,Family,Ready to Move,"1,000 sqft",banashankari,4w
24000.0,200000,Fully Furnished,2 BHK,Family,01-Dec-24,752 sqft,banashankari,4w
18000.0,100000,Unfurnished,2 BHK,All,Ready to Move,883 sqft,banashankari,4w
21000.0,180000,Unfurnished,2 BHK,Family,Ready to Move,"1,200 sqft",banashankari,4w
30000.0,200000,Unfurnished,3 BHK,Family,Ready to Move,"1,300 sqft",banashankari,4w
33800.0,350000,Semi Furnished,2 BHK,Family,Ready to Move,"1,325 sqft",banashankari,4w
7000.0,30000,Unfurnished,1 BHK,Family,10-Jan-25,600 sqft,banashankari,4w
46000.0,46000,Semi Furnished,3 BHK,Family,Ready to Move,"2,200 sqft",banashankari,4w
20000.0,200000,Semi Furnished,2 BHK,All,Ready to Move,750 sqft,banashankari,4w
13500.0,120000,Fully Furnished,2 BHK,All,Ready to Move,"1,000 sqft",banashankari,4w
30700.0,250000,Semi Furnished,3 BHK,Family,17-Jan-25,"1,500 sqft",banashankari,4w
45500.0,400000,Fully Furnished,3 BHK,"Family, Company",31-Dec-24,"1,365 sqft",banashankari,4w
50000.0,500000,Semi Furnished,2 BHK,Family,31-Dec-24,"1,400 sqft",banashankari,4w
12000.0,80000,Unfurnished,2 BHK,All,10-Jan-25,550 sqft,banashankari,4w
40000.0,300000,Semi Furnished,3 BHK,Family,Ready to Move,"1,100 sqft",banashankari,4w
22000.0,200000,Semi Furnished,2 BHK,All,01-Dec-24,"1,000 sqft",banashankari,4w
11500.0,100000,Semi Furnished,1 BHK,Family,10-Jan-25,600 sqft,banashankari,4w
35000.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,"1,500 sqft",banashankari,4w
12000.0,100000,Semi Furnished,2 BHK,Family,01-Dec-24,"1,200 sqft",banashankari,4w
27000.0,200000,Fully Furnished,3 BHK,All,Ready to Move,"1,600 sqft",banashankari,4w
6500.0,65000,Unfurnished,1 BHK,All,Ready to Move,450 sqft,banashankari,4w
6000.0,60000,Semi Furnished,1 BHK,Family,Ready to Move,650 sqft,banashankari,4w
22000.0,200000,Fully Furnished,2 BHK,All,30-Nov-24,"1,200 sqft",banashankari,4w
18000.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,"1,020 sqft",banashankari,4w
82000.0,750000,Semi Furnished,3 BHK,Family,Ready to Move,"1,735 sqft",banashankari,4w
10000.0,50000,Semi Furnished,1 BHK,All,09-Dec-24,600 sqft,banashankari,4w
26000.0,250000,Unfurnished,2 BHK,Family,01-Jan-25,950 sqft,banashankari,4w
16000.0,100000,Semi Furnished,2 BHK,Company,09-Dec-24,750 sqft,banashankari,4w
15000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,4w
25500.0,210000,Semi Furnished,2 BHK,Family,01-Jan-25,"1,200 sqft",banashankari,4w
17000.0,100000,Semi Furnished,2 BHK,Family,01-Dec-24,"1,200 sqft",banashankari,4w
10000.0,100000,Unfurnished,1 BHK,All,10-Jan-25,400 sqft,banashankari,4w
6500.0,50000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,4w
10500.0,100000,Unfurnished,2 BHK,Family,Ready to Move,750 sqft,banashankari,4w
25000.0,250000,Semi Furnished,3 BHK,Family,Ready to Move,"1,765 sqft",banashankari,4w
30000.0,200000,Semi Furnished,3 BHK,All,Ready to Move,"1,800 sqft",banashankari,4w
18000.0,120000,Unfurnished,2 BHK,Family,Ready to Move,"1,200 sqft",banashankari,4w
39000.0,340000,Fully Furnished,3 BHK,All,Ready to Move,"1,700 sqft",banashankari,4w
13000.0,100000,Unfurnished,1 BHK,All,30-Nov-24,360 sqft,jayanagar,nop
40000.0,300000,Unfurnished,3 BHK,Family,28-Nov-24,"1,200 sqft",jayanagar,nop
12000.0,70000,Unfurnished,1 RK,Bachelor,Ready to Move,200 sqft,jayanagar,nop
50000.0,600000,Semi Furnished,2 BHK,All,Ready to Move,"1,300 sqft",jayanagar,nop
22100.0,175000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,jayanagar,nop
25100.0,200000,Semi Furnished,1 BHK,Family,Ready to Move,600 sqft,jayanagar,nop
15000.0,100000,Semi Furnished,1 BHK,All,01-Dec-24,450 sqft,jayanagar,nop
10000.0,100000,Unfurnished,1 RK,All,Ready to Move,185 sqft,jayanagar,nop
16000.0,50000,Unfurnished,1 BHK,Family,01-Jan-25,440 sqft,jayanagar,nop
12500.0,50000,Semi Furnished,1 RK,Male,Ready to Move,200 sqft,jayanagar,nop
17000.0,170000,Semi Furnished,3 BHK,Family,Ready to Move,900 sqft,jayanagar,nop
15000.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,jayanagar,nop
10000.0,100000,Unfurnished,1 BHK,Family,04-Dec-24,500 sqft,jayanagar,nop
30000.0,150000,Semi Furnished,2 BHK,All,Ready to Move,"1,200 sqft",jayanagar,nop
30500.0,250000,Semi Furnished,2 BHK,Family,01-Dec-24,"1,200 sqft",jayanagar,nop
15000.0,90000,Semi Furnished,1 RK,Bachelor,Ready to Move,150 sqft,jayanagar,nop
15000.0,50000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,jayanagar,nop
15000.0,100000,Semi Furnished,2 BHK,Company,Ready to Move,600 sqft,jayanagar,nop
20000.0,200000,Semi Furnished,3 BHK,Family,Ready to Move,"1,100 sqft",jayanagar,nop
8500.0,24000,Semi Furnished,1 RK,Company,Ready to Move,200 sqft,jayanagar,nop
10200.0,30000,Semi Furnished,1 RK,All,Ready to Move,200 sqft,jayanagar,nop
8500.0,85000,Unfurnished,2 BHK,All,Ready to Move,500 sqft,jayanagar,nop
29000.0,300000,Semi Furnished,2 BHK,Family,30-Dec-24,750 sqft,jayanagar,nop
9000.0,40000,Semi Furnished,1 RK,Bachelor,Ready to Move,300 sqft,jayanagar,nop
22000.0,300000,Semi Furnished,1 BHK,Family,Ready to Move,600 sqft,jayanagar,nop
13000.0,120000,Semi Furnished,1 RK,Family,Ready to Move,400 sqft,jayanagar,nop
20000.0,200000,Unfurnished,2 BHK,All,Ready to Move,900 sqft,jayanagar,nop
15000.0,100000,Unfurnished,1 BHK,All,Ready to Move,550 sqft,jayanagar,nop
9500.0,50000,Unfurnished,1 RK,Bachelor,Ready to Move,250 sqft,jayanagar,nop
12000.0,100000,Semi Furnished,1 BHK,Family,31-Dec-24,440 sqft,jayanagar,nop
12000.0,25000,Semi Furnished,1 RK,Bachelor,Ready to Move,250 sqft,jayanagar,nop
14000.0,140000,Semi Furnished,1 RK,All,01-Dec-24,200 sqft,jayanagar,nop
15000.0,100000,Semi Furnished,1 BHK,All,Ready to Move,900 sqft,jayanagar,nop
32000.0,300000,Unfurnished,2 BHK,Family,Ready to Move,"1,000 sqft",jayanagar,nop
9500.0,60000,Semi Furnished,1 RK,All,Ready to Move,200 sqft,jayanagar,nop
10000.0,30000,Semi Furnished,1 BHK,Bachelor,Ready to Move,510 sqft,jayanagar,nop
57500.0,500000,Semi Furnished,3 BHK,All,Ready to Move,"2,000 sqft",jayanagar,nop
20000.0,100000,Semi Furnished,2 BHK,All,10-Dec-24,"1,000 sqft",jayanagar,2w
20000.0,60000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,jayanagar,2w
35000.0,300000,Semi Furnished,3 BHK,All,07-Dec-24,"1,300 sqft",jayanagar,2w
29000.0,300000,Semi Furnished,3 BHK,All,Ready to Move,"1,500 sqft",jayanagar,2w
22000.0,200000,Semi Furnished,2 BHK,All,01-Dec-24,"1,000 sqft",jayanagar,2w
8000.0,40000,Semi Furnished,1 RK,Bachelor,30-Nov-24,400 sqft,jayanagar,2w
8500.0,85000,Unfurnished,1 RK,Male,Ready to Move,200 sqft,jayanagar,2w
3000.0,500000,Unfurnished,1 BHK,Family,05-Dec-24,600 sqft,jayanagar,2w
8000.0,80005,Semi Furnished,2 BHK,All,Ready to Move,"1,200 sqft",jayanagar,2w
10000.0,100000,Unfurnished,1 BHK,Family,Ready to Move,600 sqft,jayanagar,2w
25000.0,200000,Unfurnished,2 BHK,Family,Ready to Move,850 sqft,jayanagar,2w
7500.0,75000,Unfurnished,1 BHK,Family,Ready to Move,600 sqft,jayanagar,2w
25000.0,250000,Semi Furnished,2 BHK,Family,25-Dec-24,750 sqft,jayanagar,2w
13500.0,100000,Semi Furnished,1 BHK,Family,01-Jan-25,480 sqft,jayanagar,2w
18000.0,125000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,jayanagar,2w
11000.0,30000,Fully Furnished,1 RK,Bachelor,Ready to Move,250 sqft,jayanagar,2w
14000.0,140000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,jayanagar,2w
8500.0,50000,Unfurnished,1 BHK,All,10-Dec-24,400 sqft,jayanagar,2w
13000.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,400 sqft,jayanagar,2w
42000.0,400000,Semi Furnished,2 BHK,Family,Ready to Move,900 sqft,jayanagar,2w
8000.0,80000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,jayanagar,2w
5500.0,20000,Unfurnished,1 RK,"Company, Male",Ready to Move,200 sqft,jayanagar,2w
23000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,700 sqft,jayanagar,2w
10000.0,60000,Unfurnished,1 RK,Bachelor,Ready to Move,300 sqft,jayanagar,2w
25000.0,250000,Unfurnished,2 BHK,Family,Ready to Move,"1,000 sqft",jayanagar,2w
16500.0,150000,Semi Furnished,1 RK,All,Ready to Move,"1,000 sqft",jayanagar,2w
25000.0,250000,Semi Furnished,3 BHK,Family,Ready to Move,"1,200 sqft",jayanagar,2w
17000.0,300000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,jayanagar,2w
14000.0,100000,Unfurnished,2 BHK,Family,15-Dec-24,500 sqft,jayanagar,2w
10000.0,50000,Unfurnished,1 RK,Bachelor,02-Jan-25,200 sqft,jayanagar,2w
12500.0,100000,Unfurnished,1 BHK,Family,01-Jan-25,500 sqft,jayanagar,2w
6000.0,60000,Unfurnished,1 BHK,All,Ready to Move,350 sqft,jayanagar,2w
25000.0,150000,Semi Furnished,2 BHK,Family,28-Nov-24,"1,000 sqft",jayanagar,2w
25000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,jayanagar,2w
12500.0,100000,Semi Furnished,1 RK,All,Ready to Move,400 sqft,jayanagar,2w
28000.0,200000,Semi Furnished,2 BHK,Family,03-Dec-24,"1,200 sqft",jayanagar,2w
30000.0,300000,Semi Furnished,2 BHK,All,01-Jan-25,800 sqft,jayanagar,2w
20000.0,150000,Semi Furnished,1 BHK,Family,15-Jan-25,650 sqft,jayanagar,2w
8000.0,25000,Semi Furnished,1 RK,"Company, Bachelor",Ready to Move,130 sqft,jayanagar,2w
39000.0,370000,Semi Furnished,3 BHK,Family,Ready to Move,"1,600 sqft",jayanagar,2w
25000.0,180000,Semi Furnished,2 BHK,Family,27-Dec-24,"1,200 sqft",jayanagar,2w
15000.0,30000,Semi Furnished,1 RK,All,Ready to Move,240 sqft,jayanagar,2w
35000.0,350000,Semi Furnished,3 BHK,All,Ready to Move,"1,000 sqft",jayanagar,2w
15000.0,50000,Semi Furnished,1 RK,All,Ready to Move,430 sqft,jayanagar,2w
20000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",jayanagar,2w
10000.0,100000,Semi Furnished,1 RK,Male,Ready to Move,400 sqft,jayanagar,2w
25500.0,250000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",jayanagar,2w
8500.0,8500,Unfurnished,1 BHK,All,Ready to Move,400 sqft,jayanagar,2w
8000.0,1500000,Unfurnished,3 BHK,Family,01-Dec-24,"1,200 sqft",jayanagar,2w
26000.0,200000,Semi Furnished,2 BHK,Family,01-Dec-24,800 sqft,jayanagar,2w
35000.0,250000,Semi Furnished,2 BHK,Family,Ready to Move,"1,200 sqft",jayanagar,2w
15000.0,100000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,jayanagar,2w
36000.0,300000,Semi Furnished,3 BHK,All,Ready to Move,"1,100 sqft",jayanagar,2w
23000.0,230000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,jayanagar,2w
19500.0,75000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,jayanagar,2w
14000.0,100000,Semi Furnished,2 BHK,Family,30-Nov-24,600 sqft,jayanagar,2w
20000.0,100000,Unfurnished,2 BHK,All,Ready to Move,600 sqft,jayanagar,2w
30000.0,175000,Fully Furnished,2 BHK,Family,01-Jan-25,"1,000 sqft",jayanagar,2w
40000.0,400000,Semi Furnished,3 BHK,Family,10-Dec-24,"1,100 sqft",jayanagar,2w
30900.0,300000,Fully Furnished,2 BHK,All,Ready to Move,"1,200 sqft",jayanagar,2w
16000.0,100000,Semi Furnished,2 BHK,All,15-Jan-25,950 sqft,jayanagar,2w
52500.0,400000,Semi Furnished,3 BHK,Family,Ready to Move,"1,400 sqft",jayanagar,2w
60000.0,500000,Semi Furnished,3 BHK,Family,Ready to Move,"1,800 sqft",jayanagar,2w
29500.0,150000,Semi Furnished,2 BHK,Family,28-Nov-24,"1,200 sqft",jayanagar,2w
32000.0,300000,Fully Furnished,2 BHK,Family,Ready to Move,900 sqft,jayanagar,2w
35000.0,350000,Semi Furnished,2 BHK,All,Ready to Move,"1,400 sqft",jayanagar,2w
28000.0,50000,Fully Furnished,2 BHK,Family,Ready to Move,700 sqft,jayanagar,2w
65000.0,500000,Fully Furnished,3 BHK,Family,Ready to Move,"1,800 sqft",jayanagar,2w
75000.0,750000,Semi Furnished,3 BHK,Family,Ready to Move,"2,400 sqft",jayanagar,2w
60000.0,300000,Semi Furnished,3 BHK,Family,Ready to Move,"1,500 sqft",jayanagar,2w
